Series ID,Date Reported,State (US),Carrier Type,Model Type,Reasons behind Tire Wear,Type Of Tire Wear,Max Load,Inflation Pressure,Overall Diameter
1457,08-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1458,09-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1459,10-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1460,11-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1461,12-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1462,13-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1463,14-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1464,15-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1465,16-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1466,17-04-2018,Texas,Passenger,Y,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1467,18-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1468,19-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"2,500 lbs ",50 psi,30''
1469,20-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1470,21-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1471,22-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1472,23-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1473,24-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1474,25-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1475,26-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1476,27-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1477,28-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1478,29-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1479,30-04-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1480,01-05-2018,Texas,Passenger,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,30''
1481,02-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1482,03-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1483,04-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1484,05-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1485,06-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1486,07-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1487,08-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1488,09-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1489,10-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1490,11-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1491,12-05-2018,Texas,Industrial,Z,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1492,13-05-2018,Texas,Passenger,X,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1493,14-05-2018,Texas,Passenger,X,Parking close to the curb,Sidewall Wear,"13,500 lbs ",50 psi,25''
1494,15-05-2018,Texas,Passenger,X,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1495,16-05-2018,Texas,Passenger,X,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1496,17-05-2018,Texas,Passenger,X,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1497,18-05-2018,Texas,Passenger,X,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1498,19-05-2018,Texas,Passenger,X,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1499,20-05-2018,Texas,Passenger,Z,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
1500,21-05-2018,Texas,Passenger,Z,Weak core of the tire,Sidewall Wear,"13,500 lbs ",50 psi,25''
